row_id,measure,effectiveness,reason,reason_clean,sum_reason
135,fire,moderately,They get used to it,got used to,Behavioral
138,fire,moderately,They used to be afraid but quickly got used to it,got used to,Behavioral
146,fire,not,They are no longer afraid,got used to,Behavioral
147,fire,not,They are used to it,got used to,Behavioral
149,fire,not,They are used to it,got used to,Behavioral
150,fire,moderately,They help but get used to it,got used to,Behavioral
152,fire,not,I used to help but they got used to it,got used to,Behavioral
160,fire,not,They are used to it,got used to,Behavioral
166,fire,not,They are used to it,got used to,Behavioral
168,fire,not,They are used to it,got used to,Behavioral
3,fire,moderately,Indicate presence of human,human presence,Psychological
21,fire,Highly,They think there is human presence,human presence,Psychological
63,fire,moderately,Indicate human,human presence,Psychological
64,fire,moderately,Indicate human presence,human presence,Psychological
69,fire,moderately,Indicate human presence,human presence,Psychological
71,fire,moderately,Indicate human presence,human presence,Psychological
77,fire,moderately,Indicate human presence,human presence,Psychological
112,fire,moderately,It indicate human presence,human presence,Psychological
113,fire,moderately,They are afraid it shows human presence,human presence,Psychological
115,fire,moderately,They think someone is waving and making noise,human presence,Psychological
139,fire,moderately,They simulate human presence,human presence,Psychological
142,fire,moderately,This indicate human presence,human presence,Psychological
143,fire,moderately,They indicate human presence,human presence,Psychological
145,fire,moderately,Indicate human presence,human presence,Psychological
148,fire,moderately,Fire is associated by humans,human presence,Psychological
